7,6
7,8
7,12
7,13
7,14
7,15
7,16
7,17
7,18
8,4
8,6
8,8
8,10
8,12
8,13
8,14
8,15
8,16
8,17
8,18
9,6
9,7
9,8
9,10
9,12
9,13
9,14
9,15
9,16
9,18
10,6
10,7
10,8
10,10
10,12
10,13
10,14
10,15
10,16
10,18
11,2
11,4
11,6
11,7
11,8
11,10
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,21
11,22
11,28
11,31
11,36
12,2
12,4
12,6
12,7
12,8
12,10
12,12
12,13
12,14
12,15
12,16
12,17
12,18
12,22
12,36
13,1
13,2
13,6
13,7
13,8
13,10
13,12
13,13
13,14
13,15
13,16
13,17
13,18
13,22
13,36
14,6
14,7
14,8
14,12
14,13
14,14
14,16
14,18
14,22
15,6
15,7
15,8
15,10
15,12
15,13
15,14
15,16
15,18
15,22
16,6
16,7
16,8
16,12
16,13
16,14
16,16
16,17
16,18
17,2
17,4
17,7
17,8
17,12
17,14
17,16
17,17
17,18
17,21
17,22
17,23
17,27
17,36
18,6
18,7
18,8
18,9
18,10
18,12
18,13
18,14
18,16
18,18
18,23
18,36
19,6
19,7
19,8
19,10
19,12
19,13
19,14
19,16
19,17
19,18
19,23
19,24
19,36
20,1
20,2
20,4
20,6
20,8
20,9
20,10
20,12
20,13
20,14
20,15
20,16
20,17
20,18
20,22
20,23
20,24
20,25
20,36
21,1
21,2
21,4
21,6
21,7
21,8
21,9
21,10
21,12
21,13
21,14
21,15
21,16
21,17
21,18
21,21
21,22
21,23
21,24
21,25
21,28
21,33
21,36
22,8
22,9
22,10
22,12
22,13
22,14
22,15
22,16
22,17
22,18
22,21
22,22
22,23
22,24
22,25
22,33
22,36
23,6
23,8
23,12
23,13
23,14
23,15
23,16
23,18
24,2
24,7
24,12
24,13
24,14
24,16
24,17
24,18
24,22
24,23
24,24
24,27
24,28
24,30
24,31
24,33
24,36
25,2
25,5
25,7
25,8
25,9
25,10
25,12
25,13
25,14
25,15
25,16
25,17
25,18
25,22
25,23
25,24
25,26
25,27
25,28
25,29
25,30
25,31
25,33
25,34
25,35
26,2
26,5
26,7
26,8
26,10
26,12
26,13
26,14
26,15
26,16
26,17
26,18
26,21
26,22
26,23
26,24
26,27
26,28
26,29
26,31
26,34
26,35
26,36
27,1
27,2
27,5
27,6
27,7
27,8
27,10
27,12
27,13
27,14
27,15
27,16
27,17
27,18
27,21
27,23
27,31
27,36
28,1
28,2
28,5
28,6
28,7
28,8
28,10
28,12
28,13
28,14
28,15
28,16
28,17
28,18
28,21
28,23
28,31
28,36
29,1
29,2
29,5
29,6
29,7
29,8
29,10
29,12
29,13
29,14
29,15
29,16
29,17
29,18
29,21
29,23
30,1
30,2
30,5
30,6
30,7
30,8
30,10
30,12
30,13
30,14
30,15
30,16
30,17
30,18
30,21
30,23
31,1
31,2
31,5
31,6
31,7
31,8
31,9
31,10
31,12
31,13
31,14
31,15
31,16
31,17
31,18
31,21
31,23
31,31
31,36
32,1
32,2
32,5
32,6
32,7
32,8
32,10
32,12
32,13
32,14
32,15
32,16
32,17
32,18
32,21
32,23
32,31
32,36
33,1
33,2
33,5
33,6
33,7
33,8
33,10
33,12
33,13
33,14
33,15
33,16
33,17
33,18
33,21
33,22
33,23
33,31
33,36
34,1
34,2
34,5
34,6
34,7
34,8
34,10
34,12
34,13
34,14
34,15
34,16
34,17
34,18
34,21
34,23
34,34
