7,1,7
7,1,8
7,1,9
7,1,10
7,1,11
7,1,20
7,1,21
7,1,22
7,1,23
7,1,24
7,1,25
7,1,26
7,1,27
7,1,28
7,1,29
7,1,30
7,1,31
7,1,32
7,1,33
7,1,34
7,1,12
7,1,13
7,1,14
7,1,15
7,1,16
7,1,17
7,1,18
7,1,19
7,4,24
7,4,7
7,4,8
7,4,9
7,4,10
7,4,11
7,4,12
7,4,13
7,4,14
7,4,15
7,4,16
7,4,17
7,4,18
7,4,19
7,4,20
7,4,21
7,4,22
7,4,23
7,4,25
7,4,26
7,4,27
7,4,28
7,4,29
7,4,30
7,4,31
7,4,32
7,4,33
7,4,34
7,5,7
7,5,8
7,5,9
7,5,10
7,5,11
7,5,12
7,5,17
7,5,23
7,5,24
7,5,13
7,5,14
7,5,15
7,5,16
7,5,18
7,5,19
7,5,20
7,5,21
7,5,22
7,5,25
7,5,26
7,5,27
7,5,28
7,5,29
7,5,30
7,5,31
7,5,32
7,5,33
7,5,34
7,7,21
7,7,26
7,7,27
7,7,28
7,7,29
7,7,30
7,7,31
7,7,32
7,7,34
7,7,7
7,7,8
7,7,9
7,7,10
7,7,11
7,7,12
7,7,13
7,7,14
7,7,15
7,7,16
7,7,17
7,7,18
7,7,19
7,7,20
7,7,22
7,7,23
7,7,24
7,7,25
7,7,33
7,9,7
7,9,8
7,9,9
7,9,10
7,9,11
7,9,20
7,9,21
7,9,23
7,9,24
7,9,25
7,9,26
7,9,12
7,9,13
7,9,14
7,9,15
7,9,16
7,9,17
7,9,18
7,9,19
7,9,22
7,9,27
7,9,28
7,9,29
7,9,30
7,9,31
7,9,32
7,9,33
7,9,34
7,11,17
7,11,24
7,11,7
7,11,8
7,11,9
7,11,10
7,11,11
7,11,12
7,11,13
7,11,14
7,11,15
7,11,16
7,11,18
7,11,19
7,11,20
7,11,21
7,11,22
7,11,23
7,11,25
7,11,26
7,11,27
7,11,28
7,11,29
7,11,30
7,11,31
7,11,32
7,11,33
7,11,34
7,22,20
7,22,21
7,22,24
7,22,25
7,22,26
7,22,27
7,22,28
7,22,29
7,22,30
7,22,31
7,22,32
7,22,33
7,22,34
7,22,7
7,22,8
7,22,9
7,22,10
7,22,11
7,22,12
7,22,13
7,22,14
7,22,15
7,22,16
7,22,17
7,22,18
7,22,19
7,22,22
7,22,23
7,23,21
7,23,22
7,23,24
7,23,25
7,23,27
7,23,28
7,23,29
7,23,30
7,23,31
7,23,32
7,23,33
7,23,34
7,23,7
7,23,8
7,23,9
7,23,10
7,23,11
7,23,12
7,23,13
7,23,14
7,23,15
7,23,16
7,23,17
7,23,18
7,23,19
7,23,20
7,23,23
7,23,26
7,24,7
7,24,8
7,24,9
7,24,10
7,24,11
7,24,20
7,24,21
7,24,23
7,24,24
7,24,25
7,24,26
7,24,12
7,24,13
7,24,14
7,24,15
7,24,16
7,24,17
7,24,18
7,24,19
7,24,22
7,24,27
7,24,28
7,24,29
7,24,30
7,24,31
7,24,32
7,24,33
7,24,34
7,25,7
7,25,8
7,25,9
7,25,10
7,25,11
7,25,20
7,25,21
7,25,22
7,25,23
7,25,24
7,25,25
7,25,26
7,25,27
7,25,28
7,25,29
7,25,30
7,25,31
7,25,32
7,25,33
7,25,34
7,25,12
7,25,13
7,25,14
7,25,15
7,25,16
7,25,17
7,25,18
7,25,19
7,28,7
7,28,8
7,28,9
7,28,10
7,28,11
7,28,12
7,28,13
7,28,14
7,28,15
7,28,16
7,28,17
7,28,20
7,28,21
7,28,22
7,28,23
7,28,24
7,28,27
7,28,28
7,28,29
7,28,30
7,28,31
7,28,34
7,28,18
7,28,19
7,28,25
7,28,26
7,28,32
7,28,33
7,29,7
7,29,8
7,29,9
7,29,10
7,29,11
7,29,12
7,29,13
7,29,14
7,29,15
7,29,16
7,29,17
7,29,18
7,29,19
7,29,20
7,29,21
7,29,22
7,29,23
7,29,24
7,29,25
7,29,26
7,29,27
7,29,28
7,29,29
7,29,30
7,29,31
7,29,32
7,29,33
7,29,34
7,31,7
7,31,8
7,31,9
7,31,10
7,31,11
7,31,23
7,31,12
7,31,13
7,31,14
7,31,15
7,31,16
7,31,17
7,31,18
7,31,19
7,31,20
7,31,21
7,31,22
7,31,24
7,31,25
7,31,26
7,31,27
7,31,28
7,31,29
7,31,30
7,31,31
7,31,32
7,31,33
7,31,34
7,33,12
7,33,17
7,33,22
7,33,26
7,33,7
7,33,8
7,33,9
7,33,10
7,33,11
7,33,13
7,33,14
7,33,15
7,33,16
7,33,18
7,33,19
7,33,20
7,33,21
7,33,23
7,33,24
7,33,25
7,33,27
7,33,28
7,33,29
7,33,30
7,33,31
7,33,32
7,33,33
7,33,34
7,34,7
7,34,8
7,34,9
7,34,10
7,34,11
7,34,12
7,34,13
7,34,14
7,34,15
7,34,16
7,34,17
7,34,18
7,34,19
7,34,20
7,34,21
7,34,22
7,34,23
7,34,24
7,34,27
7,34,28
7,34,29
7,34,30
7,34,31
7,34,32
7,34,33
7,34,34
7,34,25
7,34,26
7,37,7
7,37,8
7,37,9
7,37,10
7,37,11
7,37,12
7,37,13
7,37,14
7,37,15
7,37,16
7,37,17
7,37,18
7,37,19
7,37,20
7,37,21
7,37,22
7,37,23
7,37,24
7,37,25
7,37,26
7,37,27
7,37,28
7,37,29
7,37,30
7,37,31
7,37,32
7,37,33
7,37,34
7,41,12
7,41,13
7,41,14
7,41,15
7,41,16
7,41,18
7,41,19
7,41,20
7,41,21
7,41,22
7,41,24
7,41,7
7,41,8
7,41,9
7,41,10
7,41,11
7,41,17
7,41,23
7,41,25
7,41,26
7,41,27
7,41,28
7,41,29
7,41,30
7,41,31
7,41,32
7,41,33
7,41,34
7,44,12
7,44,13
7,44,14
7,44,15
7,44,16
7,44,18
7,44,19
7,44,20
7,44,21
7,44,24
7,44,7
7,44,8
7,44,9
7,44,10
7,44,11
7,44,17
7,44,22
7,44,23
7,44,25
7,44,26
7,44,27
7,44,28
7,44,29
7,44,30
7,44,31
7,44,32
7,44,33
7,44,34
7,45,10
7,45,12
7,45,13
7,45,14
7,45,15
7,45,16
7,45,17
7,45,18
7,45,19
7,45,20
7,45,21
7,45,22
7,45,7
7,45,8
7,45,9
7,45,11
7,45,23
7,45,24
7,45,25
7,45,26
7,45,27
7,45,28
7,45,29
7,45,30
7,45,31
7,45,32
7,45,33
7,45,34
7,51,12
7,51,13
7,51,14
7,51,15
7,51,16
7,51,18
7,51,19
7,51,20
7,51,21
7,51,22
7,51,24
7,51,7
7,51,8
7,51,9
7,51,10
7,51,11
7,51,17
7,51,23
7,51,25
7,51,26
7,51,27
7,51,28
7,51,29
7,51,30
7,51,31
7,51,32
7,51,33
7,51,34
8,1,7
8,1,8
8,1,9
8,1,10
8,1,11
8,1,20
8,1,21
8,1,22
8,1,23
8,1,24
8,1,25
8,1,26
8,1,27
8,1,28
8,1,29
8,1,30
8,1,31
8,1,32
8,1,33
8,1,34
8,1,12
8,1,13
8,1,14
8,1,15
8,1,16
8,1,17
8,1,18
8,1,19
8,5,7
8,5,8
8,5,9
8,5,10
8,5,11
8,5,12
8,5,17
8,5,23
8,5,24
8,5,13
8,5,14
8,5,15
8,5,16
8,5,18
8,5,19
8,5,20
8,5,21
8,5,22
8,5,25
8,5,26
8,5,27
8,5,28
8,5,29
8,5,30
8,5,31
8,5,32
8,5,33
8,5,34
8,7,21
8,7,26
8,7,27
8,7,28
8,7,29
8,7,30
8,7,31
8,7,32
8,7,34
8,7,7
8,7,8
8,7,9
8,7,10
8,7,11
8,7,12
8,7,13
8,7,14
8,7,15
8,7,16
8,7,17
8,7,18
8,7,19
8,7,20
8,7,22
8,7,23
8,7,24
8,7,25
8,7,33
8,9,7
8,9,8
8,9,9
8,9,10
8,9,11
8,9,20
8,9,21
8,9,23
8,9,24
8,9,25
8,9,26
8,9,12
8,9,13
8,9,14
8,9,15
8,9,16
8,9,17
8,9,18
8,9,19
8,9,22
8,9,27
8,9,28
8,9,29
8,9,30
8,9,31
8,9,32
8,9,33
8,9,34
8,11,17
8,11,24
8,11,7
8,11,8
8,11,9
8,11,10
8,11,11
8,11,12
8,11,13
8,11,14
8,11,15
8,11,16
8,11,18
8,11,19
8,11,20
8,11,21
8,11,22
8,11,23
8,11,25
8,11,26
8,11,27
8,11,28
8,11,29
8,11,30
8,11,31
8,11,32
8,11,33
8,11,34
8,22,20
8,22,21
8,22,24
8,22,25
8,22,26
8,22,27
8,22,28
8,22,29
8,22,30
8,22,31
8,22,32
8,22,33
8,22,34
8,22,7
8,22,8
8,22,9
8,22,10
8,22,11
8,22,12
8,22,13
8,22,14
8,22,15
8,22,16
8,22,17
8,22,18
8,22,19
8,22,22
8,22,23
8,23,21
8,23,22
8,23,24
8,23,25
8,23,27
8,23,28
8,23,29
8,23,30
8,23,31
8,23,32
8,23,33
8,23,34
8,23,7
8,23,8
8,23,9
8,23,10
8,23,11
8,23,12
8,23,13
8,23,14
8,23,15
8,23,16
8,23,17
8,23,18
8,23,19
8,23,20
8,23,23
8,23,26
8,24,7
8,24,8
8,24,9
8,24,10
8,24,11
8,24,20
8,24,21
8,24,23
8,24,24
8,24,25
8,24,26
8,24,12
8,24,13
8,24,14
8,24,15
8,24,16
8,24,17
8,24,18
8,24,19
8,24,22
8,24,27
8,24,28
8,24,29
8,24,30
8,24,31
8,24,32
8,24,33
8,24,34
8,25,7
8,25,8
8,25,9
8,25,10
8,25,11
8,25,20
8,25,21
8,25,22
8,25,23
8,25,24
8,25,25
8,25,26
8,25,27
8,25,28
8,25,29
8,25,30
8,25,31
8,25,32
8,25,33
8,25,34
8,25,12
8,25,13
8,25,14
8,25,15
8,25,16
8,25,17
8,25,18
8,25,19
8,28,7
8,28,8
8,28,9
8,28,10
8,28,11
8,28,12
8,28,13
8,28,14
8,28,15
8,28,16
8,28,17
8,28,20
8,28,21
8,28,22
8,28,23
8,28,24
8,28,27
8,28,28
8,28,29
8,28,30
8,28,31
8,28,34
8,28,18
8,28,19
8,28,25
8,28,26
8,28,32
8,28,33
8,29,7
8,29,8
8,29,9
8,29,10
8,29,11
8,29,12
8,29,13
8,29,14
8,29,15
8,29,16
8,29,17
8,29,18
8,29,19
8,29,20
8,29,21
8,29,22
8,29,23
8,29,24
8,29,25
8,29,26
8,29,27
8,29,28
8,29,29
8,29,30
8,29,31
8,29,32
8,29,33
8,29,34
8,31,7
8,31,8
8,31,9
8,31,10
8,31,11
8,31,23
8,31,12
8,31,13
8,31,14
8,31,15
8,31,16
8,31,17
8,31,18
8,31,19
8,31,20
8,31,21
8,31,22
8,31,24
8,31,25
8,31,26
8,31,27
8,31,28
8,31,29
8,31,30
8,31,31
8,31,32
8,31,33
8,31,34
8,33,12
8,33,17
8,33,22
8,33,26
8,33,7
8,33,8
8,33,9
8,33,10
8,33,11
8,33,13
8,33,14
8,33,15
8,33,16
8,33,18
8,33,19
8,33,20
8,33,21
8,33,23
8,33,24
8,33,25
8,33,27
8,33,28
8,33,29
8,33,30
8,33,31
8,33,32
8,33,33
8,33,34
8,34,7
8,34,8
8,34,9
8,34,10
8,34,11
8,34,12
8,34,13
8,34,14
8,34,15
8,34,16
8,34,17
8,34,18
8,34,19
8,34,20
8,34,21
8,34,22
8,34,23
8,34,24
8,34,27
8,34,28
8,34,29
8,34,30
8,34,31
8,34,32
8,34,33
8,34,34
8,34,25
8,34,26
8,37,7
8,37,8
8,37,9
8,37,10
8,37,11
8,37,12
8,37,13
8,37,14
8,37,15
8,37,16
8,37,17
8,37,18
8,37,19
8,37,20
8,37,21
8,37,22
8,37,23
8,37,24
8,37,25
8,37,26
8,37,27
8,37,28
8,37,29
8,37,30
8,37,31
8,37,32
8,37,33
8,37,34
8,41,12
8,41,13
8,41,14
8,41,15
8,41,16
8,41,18
8,41,19
8,41,20
8,41,21
8,41,22
8,41,24
8,41,7
8,41,8
8,41,9
8,41,10
8,41,11
8,41,17
8,41,23
8,41,25
8,41,26
8,41,27
8,41,28
8,41,29
8,41,30
8,41,31
8,41,32
8,41,33
8,41,34
8,44,12
8,44,13
8,44,14
8,44,15
8,44,16
8,44,18
8,44,19
8,44,20
8,44,21
8,44,24
8,44,7
8,44,8
8,44,9
8,44,10
8,44,11
8,44,17
8,44,22
8,44,23
8,44,25
8,44,26
8,44,27
8,44,28
8,44,29
8,44,30
8,44,31
8,44,32
8,44,33
8,44,34
8,45,10
8,45,12
8,45,13
8,45,14
8,45,15
8,45,16
8,45,17
8,45,18
8,45,19
8,45,20
8,45,21
8,45,22
8,45,7
8,45,8
8,45,9
8,45,11
8,45,23
8,45,24
8,45,25
8,45,26
8,45,27
8,45,28
8,45,29
8,45,30
8,45,31
8,45,32
8,45,33
8,45,34
8,51,12
8,51,13
8,51,14
8,51,15
8,51,16
8,51,18
8,51,19
8,51,20
8,51,21
8,51,22
8,51,24
8,51,7
8,51,8
8,51,9
8,51,10
8,51,11
8,51,17
8,51,23
8,51,25
8,51,26
8,51,27
8,51,28
8,51,29
8,51,30
8,51,31
8,51,32
8,51,33
8,51,34
9,1,7
9,1,8
9,1,9
9,1,10
9,1,11
9,1,20
9,1,21
9,1,22
9,1,23
9,1,24
9,1,25
9,1,26
9,1,27
9,1,28
9,1,29
9,1,30
9,1,31
9,1,32
9,1,33
9,1,34
9,1,12
9,1,13
9,1,14
9,1,15
9,1,16
9,1,17
9,1,18
9,1,19
9,4,24
9,4,7
9,4,8
9,4,9
9,4,10
9,4,11
9,4,12
9,4,13
9,4,14
9,4,15
9,4,16
9,4,17
9,4,18
9,4,19
9,4,20
9,4,21
9,4,22
9,4,23
9,4,25
9,4,26
9,4,27
9,4,28
9,4,29
9,4,30
9,4,31
9,4,32
9,4,33
9,4,34
9,5,7
9,5,8
9,5,9
9,5,10
9,5,11
9,5,12
9,5,17
9,5,23
9,5,24
9,5,13
9,5,14
9,5,15
9,5,16
9,5,18
9,5,19
9,5,20
9,5,21
9,5,22
9,5,25
9,5,26
9,5,27
9,5,28
9,5,29
9,5,30
9,5,31
9,5,32
9,5,33
9,5,34
9,9,7
9,9,8
9,9,9
9,9,10
9,9,11
9,9,20
9,9,21
9,9,23
9,9,24
9,9,25
9,9,26
9,9,12
9,9,13
9,9,14
9,9,15
9,9,16
9,9,17
9,9,18
9,9,19
9,9,22
9,9,27
9,9,28
9,9,29
9,9,30
9,9,31
9,9,32
9,9,33
9,9,34
9,11,17
9,11,24
9,11,7
9,11,8
9,11,9
9,11,10
9,11,11
9,11,12
9,11,13
9,11,14
9,11,15
9,11,16
9,11,18
9,11,19
9,11,20
9,11,21
9,11,22
9,11,23
9,11,25
9,11,26
9,11,27
9,11,28
9,11,29
9,11,30
9,11,31
9,11,32
9,11,33
9,11,34
9,17,7
9,17,8
9,17,9
9,17,10
9,17,11
9,17,12
9,17,13
9,17,14
9,17,15
9,17,16
9,17,17
9,17,18
9,17,19
9,17,20
9,17,21
9,17,22
9,17,23
9,17,24
9,17,25
9,17,26
9,17,27
9,17,28
9,17,29
9,17,30
9,17,31
9,17,32
9,17,33
9,17,34
9,22,20
9,22,21
9,22,24
9,22,25
9,22,26
9,22,27
9,22,28
9,22,29
9,22,30
9,22,31
9,22,32
9,22,33
9,22,34
9,22,7
9,22,8
9,22,9
9,22,10
9,22,11
9,22,12
9,22,13
9,22,14
9,22,15
9,22,16
9,22,17
9,22,18
9,22,19
9,22,22
9,22,23
9,23,21
9,23,22
9,23,24
9,23,25
9,23,27
9,23,28
9,23,29
9,23,30
9,23,31
9,23,32
9,23,33
9,23,34
9,23,7
9,23,8
9,23,9
9,23,10
9,23,11
9,23,12
9,23,13
9,23,14
9,23,15
9,23,16
9,23,17
9,23,18
9,23,19
9,23,20
9,23,23
9,23,26
9,24,7
9,24,8
9,24,9
9,24,10
9,24,11
9,24,20
9,24,21
9,24,23
9,24,24
9,24,25
9,24,26
9,24,12
9,24,13
9,24,14
9,24,15
9,24,16
9,24,17
9,24,18
9,24,19
9,24,22
9,24,27
9,24,28
9,24,29
9,24,30
9,24,31
9,24,32
9,24,33
9,24,34
9,25,7
9,25,8
9,25,9
9,25,10
9,25,11
9,25,20
9,25,21
9,25,22
9,25,23
9,25,24
9,25,25
9,25,26
9,25,27
9,25,28
9,25,29
9,25,30
9,25,31
9,25,32
9,25,33
9,25,34
9,25,12
9,25,13
9,25,14
9,25,15
9,25,16
9,25,17
9,25,18
9,25,19
9,28,7
9,28,8
9,28,9
9,28,10
9,28,11
9,28,12
9,28,13
9,28,14
9,28,15
9,28,16
9,28,17
9,28,20
9,28,21
9,28,22
9,28,23
9,28,24
9,28,27
9,28,28
9,28,29
9,28,30
9,28,31
9,28,34
9,28,18
9,28,19
9,28,25
9,28,26
9,28,32
9,28,33
9,29,7
9,29,8
9,29,9
9,29,10
9,29,11
9,29,12
9,29,13
9,29,14
9,29,15
9,29,16
9,29,17
9,29,18
9,29,19
9,29,20
9,29,21
9,29,22
9,29,23
9,29,24
9,29,25
9,29,26
9,29,27
9,29,28
9,29,29
9,29,30
9,29,31
9,29,32
9,29,33
9,29,34
9,31,7
9,31,8
9,31,9
9,31,10
9,31,11
9,31,23
9,31,12
9,31,13
9,31,14
9,31,15
9,31,16
9,31,17
9,31,18
9,31,19
9,31,20
9,31,21
9,31,22
9,31,24
9,31,25
9,31,26
9,31,27
9,31,28
9,31,29
9,31,30
9,31,31
9,31,32
9,31,33
9,31,34
9,33,12
9,33,17
9,33,22
9,33,26
9,33,7
9,33,8
9,33,9
9,33,10
9,33,11
9,33,13
9,33,14
9,33,15
9,33,16
9,33,18
9,33,19
9,33,20
9,33,21
9,33,23
9,33,24
9,33,25
9,33,27
9,33,28
9,33,29
9,33,30
9,33,31
9,33,32
9,33,33
9,33,34
9,34,7
9,34,8
9,34,9
9,34,10
9,34,11
9,34,12
9,34,13
9,34,14
9,34,15
9,34,16
9,34,17
9,34,18
9,34,19
9,34,20
9,34,21
9,34,22
9,34,23
9,34,24
9,34,27
9,34,28
9,34,29
9,34,30
9,34,31
9,34,32
9,34,33
9,34,34
9,34,25
9,34,26
9,37,7
9,37,8
9,37,9
9,37,10
9,37,11
9,37,12
9,37,13
9,37,14
9,37,15
9,37,16
9,37,17
9,37,18
9,37,19
9,37,20
9,37,21
9,37,22
9,37,23
9,37,24
9,37,25
9,37,26
9,37,27
9,37,28
9,37,29
9,37,30
9,37,31
9,37,32
9,37,33
9,37,34
9,41,12
9,41,13
9,41,14
9,41,15
9,41,16
9,41,18
9,41,19
9,41,20
9,41,21
9,41,22
9,41,24
9,41,7
9,41,8
9,41,9
9,41,10
9,41,11
9,41,17
9,41,23
9,41,25
9,41,26
9,41,27
9,41,28
9,41,29
9,41,30
9,41,31
9,41,32
9,41,33
9,41,34
9,43,12
9,43,13
9,43,14
9,43,15
9,43,16
9,43,18
9,43,19
9,43,20
9,43,21
9,43,24
9,43,7
9,43,8
9,43,9
9,43,10
9,43,11
9,43,17
9,43,22
9,43,23
9,43,25
9,43,26
9,43,27
9,43,28
9,43,29
9,43,30
9,43,31
9,43,32
9,43,33
9,43,34
9,44,12
9,44,13
9,44,14
9,44,15
9,44,16
9,44,18
9,44,19
9,44,20
9,44,21
9,44,24
9,44,7
9,44,8
9,44,9
9,44,10
9,44,11
9,44,17
9,44,22
9,44,23
9,44,25
9,44,26
9,44,27
9,44,28
9,44,29
9,44,30
9,44,31
9,44,32
9,44,33
9,44,34
9,45,10
9,45,12
9,45,13
9,45,14
9,45,15
9,45,16
9,45,17
9,45,18
9,45,19
9,45,20
9,45,21
9,45,22
9,45,7
9,45,8
9,45,9
9,45,11
9,45,23
9,45,24
9,45,25
9,45,26
9,45,27
9,45,28
9,45,29
9,45,30
9,45,31
9,45,32
9,45,33
9,45,34
9,51,12
9,51,13
9,51,14
9,51,15
9,51,16
9,51,18
9,51,19
9,51,20
9,51,21
9,51,22
9,51,24
9,51,7
9,51,8
9,51,9
9,51,10
9,51,11
9,51,17
9,51,23
9,51,25
9,51,26
9,51,27
9,51,28
9,51,29
9,51,30
9,51,31
9,51,32
9,51,33
9,51,34
10,1,7
10,1,8
10,1,9
10,1,10
10,1,11
10,1,20
10,1,21
10,1,22
10,1,23
10,1,24
10,1,25
10,1,26
10,1,27
10,1,28
10,1,29
10,1,30
10,1,31
10,1,32
10,1,33
10,1,34
10,1,12
10,1,13
10,1,14
10,1,15
10,1,16
10,1,17
10,1,18
10,1,19
10,4,24
10,4,7
10,4,8
10,4,9
10,4,10
10,4,11
10,4,12
10,4,13
10,4,14
10,4,15
10,4,16
10,4,17
10,4,18
10,4,19
10,4,20
10,4,21
10,4,22
10,4,23
10,4,25
10,4,26
10,4,27
10,4,28
10,4,29
10,4,30
10,4,31
10,4,32
10,4,33
10,4,34
10,5,7
10,5,8
10,5,9
10,5,10
10,5,11
10,5,12
10,5,17
10,5,23
10,5,24
10,5,13
10,5,14
10,5,15
10,5,16
10,5,18
10,5,19
10,5,20
10,5,21
10,5,22
10,5,25
10,5,26
10,5,27
10,5,28
10,5,29
10,5,30
10,5,31
10,5,32
10,5,33
10,5,34
10,9,7
10,9,8
10,9,9
10,9,10
10,9,11
10,9,20
10,9,21
10,9,23
10,9,24
10,9,25
10,9,26
10,9,12
10,9,13
10,9,14
10,9,15
10,9,16
10,9,17
10,9,18
10,9,19
10,9,22
10,9,27
10,9,28
10,9,29
10,9,30
10,9,31
10,9,32
10,9,33
10,9,34
10,11,17
10,11,24
10,11,7
10,11,8
10,11,9
10,11,10
10,11,11
10,11,12
10,11,13
10,11,14
10,11,15
10,11,16
10,11,18
