7,1
7,2
7,4
7,5
7,7
7,9
7,10
7,21
7,22
7,23
7,24
7,25
7,26
7,27
7,28
7,29
7,30
7,31
7,33
7,34
7,35
7,36
8,1
8,2
8,5
8,7
8,9
8,21
8,22
8,23
8,24
8,25
8,26
8,27
8,28
8,29
8,30
8,31
8,33
8,34
8,35
8,36
9,1
9,2
9,4
9,5
9,9
9,17
9,21
9,22
9,23
9,24
9,25
9,26
9,27
9,28
9,29
9,30
9,31
9,33
9,34
9,35
9,36
10,1
10,2
10,4
10,5
10,9
10,17
10,21
10,22
10,23
10,24
10,25
10,26
10,27
10,28
10,29
10,30
10,31
10,33
10,34
10,35
10,36
11,1
11,5
11,9
11,23
11,24
11,25
11,26
11,27
11,29
11,30
11,33
11,34
11,35
12,1
12,5
12,9
12,21
12,23
12,24
12,25
12,26
12,27
12,28
12,29
12,30
12,31
12,33
12,34
12,35
13,4
13,5
13,9
13,21
13,23
13,24
13,25
13,26
13,27
13,28
13,29
13,30
13,31
13,33
13,34
13,35
14,1
14,2
14,4
14,5
14,9
14,10
14,15
14,17
14,21
14,23
14,24
14,25
14,26
14,27
14,28
14,29
14,30
14,31
14,33
14,34
14,35
14,36
15,1
15,2
15,4
15,5
15,9
15,15
15,17
15,21
15,23
15,24
15,25
15,26
15,27
15,28
15,29
15,30
15,31
15,33
15,34
15,35
15,36
16,1
16,2
16,4
16,5
16,9
16,10
16,15
16,21
16,22
16,23
16,24
16,25
16,26
16,27
16,28
16,29
16,30
16,31
16,33
16,34
16,35
16,36
17,1
17,5
17,6
17,9
17,10
17,13
17,15
17,24
17,25
17,26
17,28
17,29
17,30
17,31
17,33
17,34
17,35
18,1
18,2
18,4
18,5
18,15
18,17
18,21
18,22
18,24
18,25
18,26
18,27
18,28
18,29
18,30
18,31
18,33
18,34
18,35
19,1
19,2
19,4
19,5
19,9
19,15
19,21
19,22
19,25
19,26
19,27
19,28
19,29
19,30
19,31
19,33
19,34
19,35
20,5
20,7
20,21
20,26
20,27
20,28
20,29
20,30
20,31
20,33
20,34
20,35
21,5
21,26
21,27
21,29
21,30
21,31
21,34
21,35
22,1
22,2
22,4
22,5
22,6
22,7
22,26
22,27
22,28
22,29
22,30
22,31
22,34
22,35
23,1
23,2
23,4
23,5
23,7
23,9
23,10
23,17
23,21
23,22
23,23
23,24
23,25
23,26
23,27
23,28
23,29
23,30
23,31
23,33
23,34
23,35
23,36
24,1
24,4
24,5
24,6
24,8
24,9
24,10
24,15
24,21
24,25
24,26
24,29
24,34
24,35
25,1
25,4
25,6
25,21
25,25
25,36
26,1
26,4
26,6
26,9
26,25
26,26
26,30
26,33
27,4
27,9
27,22
27,24
27,25
27,26
27,27
27,28
27,29
27,30
27,33
27,34
27,35
28,4
28,9
28,22
28,24
28,25
28,26
28,27
28,28
28,29
28,30
28,33
28,34
28,35
29,4
29,9
29,22
29,24
29,25
29,26
29,27
29,28
29,29
29,30
29,31
29,33
29,34
29,35
29,36
30,4
30,9
30,22
30,24
30,25
30,26
30,27
30,28
30,29
30,30
30,31
30,33
30,34
30,35
30,36
31,4
31,22
31,24
31,25
31,26
31,27
31,28
31,29
31,30
31,33
31,34
31,35
32,4
32,9
32,22
32,24
32,25
32,26
32,27
32,28
32,29
32,30
32,33
32,34
32,35
33,4
33,9
33,24
33,25
33,26
33,27
33,28
33,29
33,30
33,33
33,34
33,35
34,4
34,9
34,22
34,24
34,25
34,26
34,27
34,28
34,29
34,30
34,31
34,33
34,35
34,36
